MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_FLOAT	1	1:[3]	T/T	OOOOO	mvn_insitu_kp-4sec	SWIA_Hplus_flow_velocity_MSO	km_s		H+ flow velocity	Bulk ion flow velocity XYZ component from onboard moment calculation, assuming 100% protons (SWIA)		data											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_FLOAT	1	1:[3]	T/T	OOOOO	mvn_insitu_kp-4sec	SWIA_Hplus_flow_velocity_MSO_data_quality			H+ flow velocity DQ	---&gt; Bulk ion flow velocity XYZ data quality (SWIA)		data											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_CHAR	20	1:[3]	F/T	OOOOO	mvn_insitu_kp-4sec	SWIA_Hplus_flow_velocity_MSO_labl			Hplus_flow_velocity_labl	Hplus_flow_velocity_labl		metadata											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_CHAR	23	1:[3]	F/T	OOOOO	mvn_insitu_kp-4sec	SWIA_Hplus_flow_velocity_MSO_dq_labl			Hplus_flow_velocity_data_quality_labl	Hplus_flow_velocity_data_quality_labl		metadata											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	mvn_insitu_kp-4sec	SWIA_Hplus_temperature	eV		H+ temperature	Scalar ion temperature from onboard moment calculation, assuming 100% protons (SWIA)		data											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	mvn_insitu_kp-4sec	SWIA_Hplus_temperature_data_quality			H+ temperature DQ	---&gt; Scalar ion temperature data quality (SWIA)		data											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	mvn_insitu_kp-4sec	SWIA_dynamic_pressure	nPa		Ion dynamic pressure	Ion dynamic pressure computed on ground from density and velocity moments, assuming 100% protons (SWIA)		data											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	mvn_insitu_kp-4sec	SWIA_dynamic_pressure_data_quality			dynamic pressure DQ	---&gt; Ion dynamic pressure data quality (SWIA)		data											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_INT4	1	0:[]	T/	OOOOO	mvn_insitu_kp-4sec	STATIC_Quality			data quality	STATIC Data quality		data											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	mvn_insitu_kp-4sec	STATIC_Hplus_density	cm^-3		H+ density	H+ density (STATIC)		data											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	mvn_insitu_kp-4sec	STATIC_Hplus_density_data_quality			H+ density DQ	---&gt; H+ density data quality (STATIC)		data											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	mvn_insitu_kp-4sec	STATIC_Oplus_density	cm^-3		O+ density	O+ density (STATIC)		data											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	mvn_insitu_kp-4sec	STATIC_Oplus_density_data_quality			O+ density DQ	---&gt; O+ density data quality (STATIC)		data											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	mvn_insitu_kp-4sec	STATIC_O2plus_density	cm^-3		O2+ density	O2+ density (STATIC)		data											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	mvn_insitu_kp-4sec	STATIC_O2plus_density_data_quality			O2+ density DQ	---&gt; O2+ density data quality (STATIC)		data											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	mvn_insitu_kp-4sec	STATIC_Hplus_temperature	eV		H+ temperature	H+ temperature (STATIC)		data											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	mvn_insitu_kp-4sec	STATIC_Hplus_temperature_data_quality			H+ temp DQ	---&gt; H+ temperature data quality (STATIC)		data											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	mvn_insitu_kp-4sec	STATIC_Oplus_temperature	eV		O+ temperature	O+ temperature (STATIC)		data											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	mvn_insitu_kp-4sec	STATIC_Oplus_temperature_data_quality			O+ temp DQ (STA)	---&gt; O+ temperature data quality (STATIC)		data											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	mvn_insitu_kp-4sec	STATIC_O2plus_temperature	eV		O2+ temperature	O2+ temperature (STATIC)		data											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	mvn_insitu_kp-4sec	STATIC_O2plus_temperature_data_quality			O2+ temperature DQ	---&gt; O2+ temperature data quality (STATIC)		data											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_FLOAT	1	1:[3]	T/T	OOOOO	mvn_insitu_kp-4sec	STATIC_O2plus_flow_velocity_MAVEN_APP	km/s		O2+ MAVEN_APP flow velocity	O2+ MAVEN_APP XYZ component of velocity below TBD altitude determined from APID c6 while in Ram or Conic mode (STATIC)		data											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_FLOAT	1	1:[3]	T/T	OOOOO	mvn_insitu_kp-4sec	STATIC_O2plus_flow_velocity_MAVEN_APP_data_quality			O2+ maven_app flow velocity DQ	---&gt; O2+ MAVEN_APP XYZ component of velocity data quality (STATIC)		data											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_CHAR	17	1:[3]	F/T	OOOOO	mvn_insitu_kp-4sec	STATIC_O2plus_flow_velocity_MAVEN_APP_labl			O2plus_maven_app_flow_velocity_labl	O2plus_maven_app_flow_velocity_labl		metadata											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_CHAR	20	1:[3]	F/T	OOOOO	mvn_insitu_kp-4sec	STATIC_O2plus_flow_velocity_MAVEN_APP_dq_labl			O2plus_MAVEN_APP_flow_velocity_dq_labl	O2plus_MAVEN_APP_flow_velocity_dq_labl		metadata											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_FLOAT	1	1:[3]	T/T	OOOOO	mvn_insitu_kp-4sec	STATIC_O2plus_flow_velocity_MSO	km/s		O2+ MSO flow velocity	O2+ MSO XYZ component of velocity below TBD altitude while in Ram or Conic mode (STATIC)		data											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_FLOAT	1	1:[3]	T/T	OOOOO	mvn_insitu_kp-4sec	STATIC_O2plus_flow_velocity_MSO_data_quality			O2+ flow velocity DQ	---&gt; O2+ MSO XYZ component of velocity data quality (STATIC)		data											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_CHAR	20	1:[3]	F/T	OOOOO	mvn_insitu_kp-4sec	STATIC_O2plus_flow_velocity_MSO_labl			O2plus_flow_velocity_labl	O2plus_flow_velocity_labl		metadata											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_CHAR	23	1:[3]	F/T	OOOOO	mvn_insitu_kp-4sec	STATIC_O2plus_flow_velocity_MSO_dq_labl			O2plus_MSO_flow_velocity_dq_labl	O2plus_MSO_flow_velocity_dq_labl		metadata											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	mvn_insitu_kp-4sec	STATIC_Hplus_omni_directional_flux	(cm^2 s)^-1		H+ omni-directional flux	H+ omni-directional flux (STATIC)		data											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	mvn_insitu_kp-4sec	STATIC_Hplus_characteristic_energy	eV		H+ characteristic energy	H+ characteristic energy (STATIC)		data											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	mvn_insitu_kp-4sec	STATIC_Hplus_characteristic_energy_DQ			H+ characteristic energy DQ	---&gt; H+ characteristic energy data quality (STATIC)		data											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	mvn_insitu_kp-4sec	STATIC_HEplus_omni_directional_flux	(cm^2 s)^-1		HE+ omni-directional flux	He+ omni-directional flux (STATIC)		data											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	mvn_insitu_kp-4sec	STATIC_HEplus_characteristic_energy	eV		HE+ characteristic energy	He+ characteristic energy (STATIC)		data											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	mvn_insitu_kp-4sec	STATIC_HEplus_characteristic_energy_DQ			HE+ characteristic energy DQ	---&gt; He+ characteristic energy data quality (STATIC)		data											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	mvn_insitu_kp-4sec	STATIC_Oplus_omni_directional_flux	(cm^2 s)^-1		O+ omni-directional flux	O+ omni-directional flux (STATIC)		data											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	mvn_insitu_kp-4sec	STATIC_Oplus_characteristic_energy	eV		O+ characteristic energy	O+ characteristic energy (STATIC)		data											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	mvn_insitu_kp-4sec	STATIC_Oplus_characteristic_energy_DQ			O+ characteristic energy DQ	---&gt; O+ characteristic energy data quality (STATIC)		data											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	mvn_insitu_kp-4sec	STATIC_O2plus_omni_directional_flux	(cm^2 s)^-1		O2+ omni-directional flux	O2+ omni-directional flux (STATIC)		data											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	mvn_insitu_kp-4sec	STATIC_O2plus_characteristic_energy	eV		O2+ characteristic energy	O2+ characteristic energy (STATIC)		data											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	mvn_insitu_kp-4sec	STATIC_O2plus_characteristic_energy_DQ			O2+ characteristic energy DQ	---&gt; O2+ characteristic energy data quality (STATIC)		data											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_FLOAT	1	1:[3]	T/T	OOOOO	mvn_insitu_kp-4sec	STATIC_Hplus_characteristic_direction_MSO			H+ MSO characteristic direction	H+ MSO X-direction of flux above TBD altitude determined from TBD APID while in Pickup and Scan mode (STATIC)		data											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_CHAR	21	1:[3]	F/T	OOOOO	mvn_insitu_kp-4sec	STATIC_Hplus_MSO_characteristic_direction_labl			Hplus_characteristic_direction_labl	Hplus_characteristic_direction_labl		metadata											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	mvn_insitu_kp-4sec	STATIC_Hplus_characteristic_angular_width	&#176;		H+ characteristic angular width	H+ characteristic width (STATIC)		data											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	mvn_insitu_kp-4sec	STATIC_Hplus_characteristic_angular_width_DQ			H+ characteristic angular width DQ	---&gt; H+ characteristic width data quality (STATIC)		data											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_FLOAT	1	1:[3]	T/T	OOOOO	mvn_insitu_kp-4sec	STATIC_dominant_pickup_ion_characteristic_direction_MSO			H+ MSO characteristic direction	Dominant pickup ion MSO XYZ direction of flux above TBD altitude determined from APID D0 and CE while in Pickup, Eclipse and Protect mode		data											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_CHAR	28	1:[3]	F/T	OOOOO	mvn_insitu_kp-4sec	STATIC_dominant_pickup_ion_characteristic_direction_MSO_labl			dominant_pickup_ion_characteristic_direction_labl	dominant_pickup_ion_characteristic_direction_labl		metadata											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	mvn_insitu_kp-4sec	STATIC_dominant_pickup_ion_characteristic_angular_width	&#176;		Dominant pickup ion characteristic angular width	Dominant pickup ion characteristic angular width (STATIC)		data											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	mvn_insitu_kp-4sec	STATIC_dominant_pickup_ion_characteristic_angular_width_DQ			Dominant pickup ion characteristic angular width DQ	---&gt; Dominant pickup ion characteristic angular width DQ (STATIC)		data											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	mvn_insitu_kp-4sec	SEP_Ion_Energy_Flux_30_1000_FOV_1F	n/(cm^2 s sr)		ion energy flux 30-1000 1-F	Ion energy flux (30-1000 keV), FOV 1-F (SEP)		data											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	mvn_insitu_kp-4sec	SEP_Ion_Energy_Flux_30_1000_FOV_1F_data_quality			ion energy flux 30-1000 1-F DQ	---&gt; Ion energy flux (30-1000 keV), FOV 1-F data quality (SEP)		data											
MASTERS_20230915/mvn_insitu_kp-4sec_00000000_v01.txt:Astro	CDF_FLOAT	1	0:[]	T/	OOOOO	mvn_insitu_kp-4sec	SEP_Ion_Energy_Flux_30_1000_FOV_1R	n/(cm^2 s sr)		ion energy flux 30-1000 1-R	Ion energy flux (30-1000 keV), FOV 1-R (SEP)		data											
